description,title,notified_document,hs4,year,month,notif_count,exposure_w
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,0409,2022,6,1,0.12667700216481598
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,1108,2022,6,1,0.11558582799799061
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,1703,2022,6,1,0.11868289765046622
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,1805,2022,6,1,0.0906385437248407
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,1901,2022,6,1,0.08763276216907394
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,1903,2022,6,1,0.14262037908035724
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,2303,2022,6,1,0.1022345642445171
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,2940,2022,6,1,0.09495289199688178
Notification of referendum - This document directs that a referendum be conducted among eligible first handlers and importers of honey or honey products to determine whether they favor continuance of the Agriculture Marketing Service's regulations regarding a national honey packers and importers research and promotion program.,"Honey Packers and Importers Research, Promotion, Consumer Education, and Industry Information Order; Continuance Referendum",https://members.wto.org/crnattachments/2022/TBT/USA/22_4372_00_e.pdf,3505,2022,6,1,0.12097513097105647
"Notification of section 610 review and request for comments - The Consumer Product Safety Commission (Commission or CPSC) is conducting a review of the regulations for third party testing and certification to demonstrate compliance with safety standards for children's products, under section 610 of the Regulatory Flexibility Act (RFA). That section requires the CPSC to review within 10 years after their issuance regulations that have a significant economic impact on a substantial number of small entities. The testing and component part regulations were promulgated in 2011. The CPSC seeks comment to determine whether, consistent with the CPSC's statutory obligations, these regulations should be maintained without change, or modified to minimize the significant impact of the rules on a substantial number of small entities.","Regulatory Flexibility Act Section 610 Review of the Testing and Labeling Regulations Pertaining to Product Certification of Children's Products, Including Reliance on Component Part Testing",https://members.wto.org/crnattachments/2020/TBT/USA/20_5149_00_e.pdf,1901,2020,8,1,0.21267055645728722
"Notification of section 610 review and request for comments - The Consumer Product Safety Commission (Commission or CPSC) is conducting a review of the regulations for third party testing and certification to demonstrate compliance with safety standards for children's products, under section 610 of the Regulatory Flexibility Act (RFA). That section requires the CPSC to review within 10 years after their issuance regulations that have a significant economic impact on a substantial number of small entities. The testing and component part regulations were promulgated in 2011. The CPSC seeks comment to determine whether, consistent with the CPSC's statutory obligations, these regulations should be maintained without change, or modified to minimize the significant impact of the rules on a substantial number of small entities.","Regulatory Flexibility Act Section 610 Review of the Testing and Labeling Regulations Pertaining to Product Certification of Children's Products, Including Reliance on Component Part Testing",https://members.wto.org/crnattachments/2020/TBT/USA/20_5149_00_e.pdf,4903,2020,8,1,0.20228599601379038
"Notification of section 610 review and request for comments - The Consumer Product Safety Commission (Commission or CPSC) is conducting a review of the regulations for third party testing and certification to demonstrate compliance with safety standards for children's products, under section 610 of the Regulatory Flexibility Act (RFA). That section requires the CPSC to review within 10 years after their issuance regulations that have a significant economic impact on a substantial number of small entities. The testing and component part regulations were promulgated in 2011. The CPSC seeks comment to determine whether, consistent with the CPSC's statutory obligations, these regulations should be maintained without change, or modified to minimize the significant impact of the rules on a substantial number of small entities.","Regulatory Flexibility Act Section 610 Review of the Testing and Labeling Regulations Pertaining to Product Certification of Children's Products, Including Reliance on Component Part Testing",https://members.wto.org/crnattachments/2020/TBT/USA/20_5149_00_e.pdf,8715,2020,8,1,0.20209896198828228
"Notification of section 610 review and request for comments - The Consumer Product Safety Commission (Commission or CPSC) is conducting a review of the regulations for third party testing and certification to demonstrate compliance with safety standards for children's products, under section 610 of the Regulatory Flexibility Act (RFA). That section requires the CPSC to review within 10 years after their issuance regulations that have a significant economic impact on a substantial number of small entities. The testing and component part regulations were promulgated in 2011. The CPSC seeks comment to determine whether, consistent with the CPSC's statutory obligations, these regulations should be maintained without change, or modified to minimize the significant impact of the rules on a substantial number of small entities.","Regulatory Flexibility Act Section 610 Review of the Testing and Labeling Regulations Pertaining to Product Certification of Children's Products, Including Reliance on Component Part Testing",https://members.wto.org/crnattachments/2020/TBT/USA/20_5149_00_e.pdf,9501,2020,8,1,0.8763417850099937
"Notification of section 610 review and request for comments - The Consumer Product Safety Commission (Commission or CPSC) is conducting a review of the regulations for third party testing and certification to demonstrate compliance with safety standards for children's products, under section 610 of the Regulatory Flexibility Act (RFA). That section requires the CPSC to review within 10 years after their issuance regulations that have a significant economic impact on a substantial number of small entities. The testing and component part regulations were promulgated in 2011. The CPSC seeks comment to determine whether, consistent with the CPSC's statutory obligations, these regulations should be maintained without change, or modified to minimize the significant impact of the rules on a substantial number of small entities.","Regulatory Flexibility Act Section 610 Review of the Testing and Labeling Regulations Pertaining to Product Certification of Children's Products, Including Reliance on Component Part Testing",https://members.wto.org/crnattachments/2020/TBT/USA/20_5149_00_e.pdf,9503,2020,8,1,0.34030255225624206
"Notification of section 610 review and request for comments - The Consumer Product Safety Commission (Commission or CPSC) is conducting a review of the regulations for third party testing and certification to demonstrate compliance with safety standards for children's products, under section 610 of the Regulatory Flexibility Act (RFA). That section requires the CPSC to review within 10 years after their issuance regulations that have a significant economic impact on a substantial number of small entities. The testing and component part regulations were promulgated in 2011. The CPSC seeks comment to determine whether, consistent with the CPSC's statutory obligations, these regulations should be maintained without change, or modified to minimize the significant impact of the rules on a substantial number of small entities.","Regulatory Flexibility Act Section 610 Review of the Testing and Labeling Regulations Pertaining to Product Certification of Children's Products, Including Reliance on Component Part Testing",https://members.wto.org/crnattachments/2020/TBT/USA/20_5149_00_e.pdf,9619,2020,8,1,0.16630014827440442
"OSHA is proposing to add two modified PortaCount quantitative fit-testing protocols to its Respiratory Protection Standard. The proposed protocols would apply to employers in general industry, shipyard employment, and the construction industry. Both proposed protocols are variations of the existing OSHA-accepted PortaCount protocol, but differ from it by the exercise sets, exercise duration, and sampling sequence. If approved, the modified PortaCount protocols would be alternatives to the existing quantitative fit-testing protocols already listed in an appendix of the Respiratory Protection Standard. In addition, OSHA is proposing to amend an appendix to clarify that PortaCount fit test devices equipped with the N95-CompanionTM Technology are covered by the approved PortaCount protocols.","Additional PortaCount® Quantitative Fit-Testing Protocols: Amendment to Respiratory Protection Standard (12 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4473_00_e.pdf,9020,2016,10,1,1.0
"On 1 February 2023, the U.S. Department of Energy (“DOE”) published a supplemental notice of proposed rulemaking (“SNOPR”; notified in G/TBT/N/USA/998/Add.5), in which DOE proposed new and amended energy conservation standards for consumer conventional cooking products. In this notification of data availability (“NODA”), DOE is updating its analysis for consumer conventional cooking products based on stakeholder data and information it received in response to that SNOPR. DOE requests comments, data, and information regarding the updated analysis.Published in 88 Federal Register (FR 50810), 2 August 2023; Title 10 Code of Federal Regulations (CFR) Part 430https://www.govinfo.gov/content/pkg/FR-2023-08-02/html/2023-16475.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16475.pdfDATES: DOE will accept comments, data, and information regarding this NODA on or before 1 September 2023.This NODA is identified by Docket Number EERE-2014-BT-STD-0005. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0005/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 1 September 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products,https://members.wto.org/crnattachments/2023/TBT/USA/23_11469_00_e.pdf,7321,2023,8,1,0.44062847642959807
"On 1 February 2023, the U.S. Department of Energy (“DOE”) published a supplemental notice of proposed rulemaking (“SNOPR”; notified in G/TBT/N/USA/998/Add.5), in which DOE proposed new and amended energy conservation standards for consumer conventional cooking products. In this notification of data availability (“NODA”), DOE is updating its analysis for consumer conventional cooking products based on stakeholder data and information it received in response to that SNOPR. DOE requests comments, data, and information regarding the updated analysis.Published in 88 Federal Register (FR 50810), 2 August 2023; Title 10 Code of Federal Regulations (CFR) Part 430https://www.govinfo.gov/content/pkg/FR-2023-08-02/html/2023-16475.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16475.pdfDATES: DOE will accept comments, data, and information regarding this NODA on or before 1 September 2023.This NODA is identified by Docket Number EERE-2014-BT-STD-0005. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0005/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 1 September 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products,https://members.wto.org/crnattachments/2023/TBT/USA/23_11469_00_e.pdf,7417,2023,8,1,0.23546168782225904
"On 1 February 2023, the U.S. Department of Energy (“DOE”) published a supplemental notice of proposed rulemaking (“SNOPR”; notified in G/TBT/N/USA/998/Add.5), in which DOE proposed new and amended energy conservation standards for consumer conventional cooking products. In this notification of data availability (“NODA”), DOE is updating its analysis for consumer conventional cooking products based on stakeholder data and information it received in response to that SNOPR. DOE requests comments, data, and information regarding the updated analysis.Published in 88 Federal Register (FR 50810), 2 August 2023; Title 10 Code of Federal Regulations (CFR) Part 430https://www.govinfo.gov/content/pkg/FR-2023-08-02/html/2023-16475.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16475.pdfDATES: DOE will accept comments, data, and information regarding this NODA on or before 1 September 2023.This NODA is identified by Docket Number EERE-2014-BT-STD-0005. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0005/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 1 September 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products,https://members.wto.org/crnattachments/2023/TBT/USA/23_11469_00_e.pdf,7615,2023,8,1,0.22979825501126622
"On 1 February 2023, the U.S. Department of Energy (“DOE”) published a supplemental notice of proposed rulemaking (“SNOPR”; notified in G/TBT/N/USA/998/Add.5), in which DOE proposed new and amended energy conservation standards for consumer conventional cooking products. In this notification of data availability (“NODA”), DOE is updating its analysis for consumer conventional cooking products based on stakeholder data and information it received in response to that SNOPR. DOE requests comments, data, and information regarding the updated analysis.Published in 88 Federal Register (FR 50810), 2 August 2023; Title 10 Code of Federal Regulations (CFR) Part 430https://www.govinfo.gov/content/pkg/FR-2023-08-02/html/2023-16475.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16475.pdfDATES: DOE will accept comments, data, and information regarding this NODA on or before 1 September 2023.This NODA is identified by Docket Number EERE-2014-BT-STD-0005. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0005/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 1 September 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products,https://members.wto.org/crnattachments/2023/TBT/USA/23_11469_00_e.pdf,8419,2023,8,1,0.25219021761729465
"On 1 February 2023, the U.S. Department of Energy (“DOE”) published a supplemental notice of proposed rulemaking (“SNOPR”; notified in G/TBT/N/USA/998/Add.5), in which DOE proposed new and amended energy conservation standards for consumer conventional cooking products. In this notification of data availability (“NODA”), DOE is updating its analysis for consumer conventional cooking products based on stakeholder data and information it received in response to that SNOPR. DOE requests comments, data, and information regarding the updated analysis.Published in 88 Federal Register (FR 50810), 2 August 2023; Title 10 Code of Federal Regulations (CFR) Part 430https://www.govinfo.gov/content/pkg/FR-2023-08-02/html/2023-16475.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16475.pdfDATES: DOE will accept comments, data, and information regarding this NODA on or before 1 September 2023.This NODA is identified by Docket Number EERE-2014-BT-STD-0005. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0005/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 1 September 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products,https://members.wto.org/crnattachments/2023/TBT/USA/23_11469_00_e.pdf,8509,2023,8,1,0.2374395049324252
"On 1 February 2023, the U.S. Department of Energy (“DOE”) published a supplemental notice of proposed rulemaking (“SNOPR”; notified in G/TBT/N/USA/998/Add.5), in which DOE proposed new and amended energy conservation standards for consumer conventional cooking products. In this notification of data availability (“NODA”), DOE is updating its analysis for consumer conventional cooking products based on stakeholder data and information it received in response to that SNOPR. DOE requests comments, data, and information regarding the updated analysis.Published in 88 Federal Register (FR 50810), 2 August 2023; Title 10 Code of Federal Regulations (CFR) Part 430https://www.govinfo.gov/content/pkg/FR-2023-08-02/html/2023-16475.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16475.pdfDATES: DOE will accept comments, data, and information regarding this NODA on or before 1 September 2023.This NODA is identified by Docket Number EERE-2014-BT-STD-0005. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0005/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 1 September 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products,https://members.wto.org/crnattachments/2023/TBT/USA/23_11469_00_e.pdf,8516,2023,8,1,0.6044818581871568
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,5908,2016,11,1,0.1296456026468474
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,7018,2016,11,1,0.07490184094612949
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8205,2016,11,1,0.07831871297799266
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8475,2016,11,1,0.07617362372390457
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8504,2016,11,1,0.09658522567443044
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8513,2016,11,1,0.08553127655813664
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8536,2016,11,1,0.08512496403896078
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8539,2016,11,1,0.13789472697437016
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,8545,2016,11,1,0.07666515556980388
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,9006,2016,11,1,0.07082062310167228
"On 1 July 2016, the U.S. Department of Energy (DOE) published a final rule adopting a test procedure for integrated light-emitting diode (LED) lamps (hereafter referred to as ""LED lamps"") to support the implementation of labeling provisions by the Federal Trade Commission, as well as the ongoing general service lamps rulemaking, which includes LED lamps. This notice of proposed rulemaking (NOPR) proposes to amend the LED lamps test procedure by allowing for time to failure measurements to be taken at elevated temperatures.","Energy Conservation Program: Test Procedures for Integrated Light-Emitting Diode Lamps (6 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_4762_00_e.pdf,9405,2016,11,1,0.08833824778775169
"On 11 April 2023, the U.S. Department of Energy (DOE) published a notice of proposed rulemaking (NOPR), in which DOE proposed regulations regarding procedures for calculating a value for the petroleum equivalent fuel economy of electric vehicles (EVs) for use in the Corporate Average Fuel Economy (CAFE) program administered by the Department of Transportation (DOT). In their comments to DOE's NOPR, the Alliance for Automotive Innovation (Auto Innovators) raised the issue of the ability of manufacturers to comply with the proposed PEF in 2027 due to vehicle design cycles. DOE is providing notice that it sent follow-up letters to member companies of the Auto Innovators inviting the companies to provide information to clarify the challenges to implementing the revised standard to apply to model year (MY) 2027- 2031 vehicles as proposed. In this notice and request for comment, DOE requests additional comment on the questions posed to the Auto Innovator members providing a similar opportunity to all stakeholders.The comment period for the NOPR that published on 11 April 2023, closed on 12 June 2023 (88 FR 21525). DOE will accept comments responding to this document on or before 17 October 2023. _x000D_ This notification of ex parte communication; request for comments and the notice of proposed rulemaking notified as G/TBT/N/USA/1983 are identified by Docket Number EERE-2021-VT-0033. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EERE-2021-VT-0033/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 17 October 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Petroleum-Equivalent Fuel Economy Calculation,https://members.wto.org/crnattachments/2023/TBT/USA/23_12783_00_e.pdf,2701,2023,10,1,0.26892277013294147
"On 11 April 2023, the U.S. Department of Energy (DOE) published a notice of proposed rulemaking (NOPR), in which DOE proposed regulations regarding procedures for calculating a value for the petroleum equivalent fuel economy of electric vehicles (EVs) for use in the Corporate Average Fuel Economy (CAFE) program administered by the Department of Transportation (DOT). In their comments to DOE's NOPR, the Alliance for Automotive Innovation (Auto Innovators) raised the issue of the ability of manufacturers to comply with the proposed PEF in 2027 due to vehicle design cycles. DOE is providing notice that it sent follow-up letters to member companies of the Auto Innovators inviting the companies to provide information to clarify the challenges to implementing the revised standard to apply to model year (MY) 2027- 2031 vehicles as proposed. In this notice and request for comment, DOE requests additional comment on the questions posed to the Auto Innovator members providing a similar opportunity to all stakeholders.The comment period for the NOPR that published on 11 April 2023, closed on 12 June 2023 (88 FR 21525). DOE will accept comments responding to this document on or before 17 October 2023. _x000D_ This notification of ex parte communication; request for comments and the notice of proposed rulemaking notified as G/TBT/N/USA/1983 are identified by Docket Number EERE-2021-VT-0033. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EERE-2021-VT-0033/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 17 October 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Petroleum-Equivalent Fuel Economy Calculation,https://members.wto.org/crnattachments/2023/TBT/USA/23_12783_00_e.pdf,2704,2023,10,1,0.2535204255482739
"On 11 April 2023, the U.S. Department of Energy (DOE) published a notice of proposed rulemaking (NOPR), in which DOE proposed regulations regarding procedures for calculating a value for the petroleum equivalent fuel economy of electric vehicles (EVs) for use in the Corporate Average Fuel Economy (CAFE) program administered by the Department of Transportation (DOT). In their comments to DOE's NOPR, the Alliance for Automotive Innovation (Auto Innovators) raised the issue of the ability of manufacturers to comply with the proposed PEF in 2027 due to vehicle design cycles. DOE is providing notice that it sent follow-up letters to member companies of the Auto Innovators inviting the companies to provide information to clarify the challenges to implementing the revised standard to apply to model year (MY) 2027- 2031 vehicles as proposed. In this notice and request for comment, DOE requests additional comment on the questions posed to the Auto Innovator members providing a similar opportunity to all stakeholders.The comment period for the NOPR that published on 11 April 2023, closed on 12 June 2023 (88 FR 21525). DOE will accept comments responding to this document on or before 17 October 2023. _x000D_ This notification of ex parte communication; request for comments and the notice of proposed rulemaking notified as G/TBT/N/USA/1983 are identified by Docket Number EERE-2021-VT-0033. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EERE-2021-VT-0033/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 17 October 2023. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",Petroleum-Equivalent Fuel Economy Calculation,https://members.wto.org/crnattachments/2023/TBT/USA/23_12783_00_e.pdf,2705,2023,10,1,0.22523550415701696
