notified_document,text,distribution_date,Y_notif
https://members.wto.org/crnattachments/2022/TBT/USA/22_1680_00_e.pdf,Notice of proposed rulemaking - OSHA proposes updating the design and construction requirements of the powered industrial trucks standards for general industry and construction by incorporating by reference the applicable provisions of the most relevant national consensus standards from the American National Standards Institute/Industrial Truck Standards Development Foundation (ANSI/ITSDF). OSHA also proposes allowing employers to use powered industrial trucks not constructed in accordance with those national consensus standards incorporated by reference in the OSHA standards if the employer can demonstrate that the truck they use was designed and constructed in a manner that provides employee protection that is at least as effective as the national consensus standards incorporated by reference in OSHA's standards.,2022-02-17 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_1759_00_e.pdf,"Proposed rule - The principal reason for rule amendments to ch. 330, License Fees to Manufacture and Sell Food and Beverages, is in response to ""Emergency Legislation"" enactment by the 130 Legislature LD 416, An Act Regarding the Production and Sale of Birch Syrup and Birch Syrup Products"" which sets forth standards for processing and labeling of birch syrup and birch products. The updated rule provides for good manufacturing practices and labeling requirements for the processing of birch syrup and birch products to be equal to maple syrup processing requirements.A public hearing will be held on Wednesday 2 March 2022, starting at 10:00 A.M. Eastern Time. Because of the COVID-19 Public Health Emergency and Pursuant to 1 M.R.S. 403-A, enacted by P.L. 2020, c 617 Part G (eff. 18 March 2020), this hearing will be held on-line by Microsoft Teams Meeting and telephonically.",2022-02-23 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_1756_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-02-22/html/2022-02451.htm https://www.govinfo.gov/content/pkg/FR-2022-02-22/pdf/2022-02451.pdf,"TITLE: Federal Motor Vehicle Safety Standards; Lamps, Reflective Devices, and Associated Equipment, Adaptive Driving Beam HeadlampsAGENCY: National Highway Traffic Safety Administration (NHTSA), Department of Transportation (DOT)ACTION: Final ruleSUMMARY: This document amends NHTSA's lighting standard to permit the certification of adaptive driving beam (ADB) headlamps. ADB headlamps utilize technology that actively modifies a vehicle's headlamp beams to provide more illumination while not glaring other vehicles. The requirements adopted today are intended to amend the lighting standard to permit this technology and establish performance requirements for these systems to ensure that they operate safely. ADB has the potential to reduce the risk of crashes by increasing visibility without increasing glare. The agency initiated this rulemaking in response to a petition for rulemaking from Toyota Motor North America, Inc.DATES: Effective date: The effective date of this final rule is 22 February 2022. The incorporation by reference of certain publications listed in the rule was approved by the Director of the Federal Register as of 6 February 2012._x000D_ Compliance date: The compliance date for the amendments in this final rule is 22 February 2022._x000D_ _x000D_ Petitions for reconsideration: Petitions for reconsideration of this final rule must be received not later than 8 April 2022.This final rule is identified by Docket Number NHTSA-2022-0013. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/NHTSA-2022-0013/document Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments and petitions for reconsideration of this final rule to the USA TBT Enquiry Point by or before 4pmEastern Time on 8 April 2022. Comments and petitions for reconsideration received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period. The notice of proposed rulemaking notified as G/TBT/N/USA/1400 is identified by Docket Number NHTSA-2018-0090. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/NHTSA-2018-0090/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-02-23 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_1776_00_e.pdf,"Proposed rule - The Food and Drug Administration (FDA, the Agency, or we) is proposing to amend the device current good manufacturing practice (CGMP) requirements of the Quality System (QS) Regulation to align more closely with the international consensus standard for devices by converging with the quality management system (QMS) requirements used by other regulatory authorities from other jurisdictions (i.e., other countries). We propose to do so through incorporating by reference an international standard specific for device quality management systems set by the International Organization for Standardization (ISO), the 2016 edition of ISO 13485 (ISO 13485). Through this rulemaking we also propose additional requirements to align with existing requirements in the Federal Food, Drug, and Cosmetic Act (FD&C Act) and its implementing regulations, and make conforming edits to the Code of Federal Regulations (CFR) to clarify the device CGMP requirements for combination products. This action, if finalized, will continue our efforts to align our regulatory framework with that used by other regulatory authorities to promote consistency in the regulation of devices and provide timelier introduction of safe, effective, high-quality devices for patients.",2022-02-24 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_1869_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-02-28/html/2022-03851.htm https://www.govinfo.gov/content/pkg/FR-2022-02-28/pdf/2022-03851.pdf,"TITLE: National Organic Program; Amendments to the National List of Allowed and Prohibited Substances (2022 Sunset)AGENCY: Agricultural Marketing Service, USDAACTION: Final ruleSUMMARY: This final rule amends the United States Department of Agriculture's (USDA) organic regulations to implement recommendations from the National Organic Standards Board (NOSB). The rule prohibits fourteen nonorganic ingredients, which are currently allowed in the manufacture of organic processed products. The rule also prohibits two substances (vitamin B1 and procaine), which are currently allowed in organic crop and livestock production. Finally, the rule renews an allowance for two substances (oxytocin and sucrose octanoate esters) in organic production.DATES: Effective Date: This rule is effective on 30 March 2022.Compliance Dates: The compliance date for the amendments that remove vitamin B1 and procaine from the National List is 15 March 2023. The compliance date for all other amendments that remove substances from the National List is 15 March 2024. Products in the stream of commerce after the compliance date that are labeled as ""organic"" or ""made with organic (specified ingredients or food group(s))"" may contain substances removed in this final rule if manufactured prior to the compliance date. The final rule renews an allowance for two substances (oxytocin and sucrose octanoate esters) in organic production. This rule maintains the current regulatory structure with regard to these two substances upon publication for up to five years.This final rule and the proposed rule notified as G/TBT/N/USA/1768 are identified by Docket Number AMS-NOP-19-0106. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/AMS-NOP-19-0106/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-01 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_1896_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2020-03-18/html/2020-05223.htm https://www.govinfo.gov/content/pkg/FR-2020-03-18/pdf/2020-05223.pdf,"TITLE: Tobacco Products; Required Warnings for Cigarette Packages and Advertisements; Delayed Effective DateAGENCY: Food and Drug Administration, HHSACTION: Final rule; delay of effective dateSUMMARY: As required by an order issued by the U.S. District Court for the Eastern District of Texas, this action delays the effective date of the final rule (""Tobacco Products; Required Warnings for Cigarette Packages and Advertisements""), which published on 18 March 2020. The new effective date is 9 April 2023.DATES: The effective date of the rule amending 21 CFR part 1141 published at 85 FR 15638, 18 March 2020, and delayed at 85 FR 32293, 29 May 2020; 86 FR 3793, 15 January 2021; 86 FR 36509, 12 July 2021; 86 FR 50855, 13 September 2021; and 86 FR 70052, 9 December 2021, is further delayed until 9 April 2023.This final rule; delay of effective date and previous actions notified under the symbol G/TBT/N/USA/1519 are identified by Docket Number FDA-2019-N-3065. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FDA-2019-N-3065/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-02 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_1894_00_e.pdf,"Notice of proposed rulemaking and request for comment - In this document, the U.S. Department of Energy (""DOE"" or the ""Department"") is proposing amended energy conservation standards for variable refrigerant flow (VRF) multi-split air conditioners and VRF multi-split system heat pumps (collectively referred to as ""VRF multi-split systems"") that rely on a new cooling efficiency metric and are equivalent to those levels specified in the industry standard. DOE has preliminarily determined that it lacks the clear and convincing evidence required by the statute to adopt standards more stringent than the levels specified in the industry standard. This document also announces a public meeting webinar to receive comment on these proposed standards and associated analyses and results.DOE will hold a public meeting via webinar on Wednesday, 23 March 2022, from 1:00 p.m. to 4:00 p.m. Eastern Time See section VII, ""Public Participation,"" for webinar registration information, participant instructions, and information about the capabilities available to webinar participants.",2022-03-02 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_1893_00_e.pdf,"TITLE: Energy Conservation Program: Energy Conservation Standards for Consumer Water HeatersAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Notification of availability of preliminary technical support document and request for comment.SUMMARY: The U.S. Department of Energy (DOE or the Department) announces the availability of the preliminary analysis it has conducted for purposes of evaluating the need for amended energy conservation standards for consumer water heaters, which is set forth in the Department's preliminary technical support document (TSD) for this rulemaking. DOE will hold a public meeting via webinar to discuss and receive comment on its preliminary analysis. The meeting will cover the analytical framework, models, and tools used to evaluate potential standards; the results of preliminary analyses performed; potential energy conservation standard levels derived from these analyses (if DOE determines that proposed amendments are necessary); and other relevant issues. In addition, DOE encourages written comments on these subjects.DATES: Comments: DOE will accept written comments, data, and information regarding its preliminary analysis for consumer water heaters no later than 2 May 2022.Meeting: DOE will hold a public meeting via webinar on Tuesday, 12 April 2022, from 1:00 p.m. to 5:00 p.m.Eastern Time. See section IV, ""Public Participation,"" for webinar registration information, participant instructions, and information about the capabilities available to webinar participants.This notification of availability of preliminary technical support document and request for comment and the request for information notified as G/TBT/N/USA/508/Add.5 are identified by Docket Number EERE-2017-BT-STD-0019. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EERE-2017-BT-STD-0019/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 19 April 2022 on the Request for Information. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period. WTO Members and their stakeholders are also asked to share comments (if any) with the USA TBT Enquiry Pointprovided to DOE by or before 2 May 2022 on DOE’s preliminary analysis for consumer water heaters. Previous actions notified under the symbol G/TBT/N/USA/508 are identified by Docket Numbers EERE-2014-BT-STD-0026, EERE-2012-BT-STD-0022 and EERE-2006-BT-STD-0129. The Docket Folders are available on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-STD-0026/documenthttps://www.regulations.gov/docket/EERE-2012-BT-STD-0022/document and https://www.regulations.gov/docket/EERE-2006-STD-0129/document and provide access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_1892_00_e.pdf,"TITLE: Safety Standard for Clothing Storage Units; Notice of Opportunity for Oral Presentation of CommentsAGENCY: Consumer Product Safety CommissionACTION: Notice of proposed rulemaking; opportunity for oral presentation of commentsSUMMARY: The Consumer Product Safety Commission (Commission or CPSC) will be providing an opportunity for interested parties to present oral comments on the notice of proposed rulemaking (NPR) the Commission issued regarding a safety standard for clothing storage units (CSUs). Any oral comments will be part of the rulemaking record.DATES: The meeting will begin at 10 a.m.Eastern Standard Time (EST) on 6 April 2022, via webinar. All attendees should pre-register for the webinar online at: https://attendee.gotowebinar.com/register/4382433867276269835Any individual interested in making an oral presentation must register for the webinar and submit a request to make an oral presentation to the CPSC Division of the Secretariat, along with the written text of the oral presentation, and such requests must be received no later than 5 p.m.EST on 23 March 2022. All other individuals who wish to attend the meeting should register before the start of the hearing.This notice of proposed rulemaking; opportunity for oral presentation of comments and previous actions notified under the symbol G/TBT/N/USA/1323 are identified by Docket Number CPSC-2017-0044. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/CPSC-2017-0044/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments and written text of oral presentations (if any) to the USA TBT Enquiry Point by or before 4pmEastern Time on 19 April 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2022-03-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_1909_00_e.pdf,"Notice of proposed rulemaking and request for comment - The U.S. Department of Energy (""DOE"") proposes to amend the test procedures for television sets to incorporate by reference the relevant updated industry standard. DOE has tentatively determined that the proposed updates would result in a test procedure that is more representative of the average energy use of television sets. DOE is seeking comment from interested parties on the proposal.",2022-03-03 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_1956_00_e.pdf https://members.wto.org/crnattachments/2022/TBT/USA/22_1956_01_e.pdf,"Proposed rule - This rulemaking includes a proposal for a test procedure, reporting requirements, and labelling requirements for certain fans and blowers.PUBLIC HEARING: The California Energy Commission (CEC) staff will hold a public hearing for the proposed regulations on Tuesday 12 April 2022, beginning 10:00 a.m.Pacific Time (PT)). Interested persons, or their authorized representative, may present statements, arguments, or contentions relevant to the proposed regulations at the public hearing. The record for this hearing will be kept open until every person has had an opportunity to provide comment. Further details on the hearing are provided in the Notice of Proposed Action (NOPA) from the Docket Log_x000D_",2022-03-07 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_2010_00_e.pdf,"TITLE: Energy Conservation Program: Energy Conservation Standards for Ceiling Fan Light Kits, Webinar and Availability of the Preliminary Technical Support DocumentAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Notification of a webinar and availability of preliminary technical support documentSUMMARY: The U.S. Department of Energy (DOE or the Department) will hold a webinar to discuss and receive comments on the preliminary analysis it has conducted for purposes of evaluating energy conservation standards for ceiling fan light kits (""CFLKs""). The meeting will cover the analytical framework, models, and tools that DOE is using to evaluate potential standards for this product; the results of preliminary analyses performed by DOE for this product; the potential energy conservation standard levels derived from these analyses that DOE could consider for this product should it determine that proposed amendments are necessary; and any other issues relevant to the evaluation of energy conservation standards for CFLKs. In addition, DOE encourages written comments on these subjects.DATES: Meeting: DOE will hold a webinar on Monday, 11 April 2022, from 2:30 p.m. to 4:00 p.m.Eastern Time. See section IV, ""Public Participation,"" for webinar registration information, participant instructions and information about the capabilities available to webinar participants.Comments: Written comments and information will be accepted on or before, 6 May 2022.This notification of a webinar and availability of preliminary technical support document and the request for information notified as G/TBT/N/USA/861/Add.7 are identified by Docket Number EERE-2019-BT-STD-0040. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2019-BT-STD-0040/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 6 May 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.Previous actions notified under the symbol G/TBT/N/USA/861 are identified by Docket Number EERE-2012-BT-STD-0045. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2012-BT-STD-0045/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-08 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_2018_00_e.pdf,"Notice of proposed rulemaking and request for comment - The Energy Policy and Conservation Act, as amended (EPCA), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including small, large, and very large commercial package air conditioning and heating equipment, of which computer room air conditioners (CRACs) are a category. EPCA requires the U.S. Department of Energy (DOE or the Department) to consider the need for amended standards each time the relevant industry standard is amended with respect to the standard levels or design requirements applicable to that equipment, or periodically under a six-year-lookback review provision. In this document, DOE is proposing amended energy conservation standards for CRACs that rely on a new efficiency metric and are equivalent to those levels specified in the industry standard. DOE has preliminarily determined that it lacks the clear and convincing evidence required by the statute to adopt standards more stringent than the levels specified in the industry standard. This document also announces a public meeting webinar (to be held 13 April 2022) to receive comment on these proposed standards and associated analyses and results.",2022-03-08 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_2045_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-03-09/html/2022-04848.htm https://www.govinfo.gov/content/pkg/FR-2022-03-09/pdf/2022-04848.pdf,TITLE: National Emission Standards for Hazardous Air Pollutants: Stationary Combustion Turbines; AmendmentsAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: The U.S. Environmental Protection Agency (EPA) is finalizing amendments to the National Emission Standards for Hazardous Air Pollutants (NESHAP) for Stationary Combustion Turbines. This final action removes the stay of the effectiveness of the standards for new lean premix and diffusion flame gas-fired turbines that was promulgated in 2004.The final rule is effective on 9 March 2022.This final rule and previous actions notified under the symbol G/TBT/N/USA/1477 are identified by Docket Number EPA-HQ-OAR-2017-0688. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2017-0688/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.,2022-03-10 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_2046_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-03-09/html/2022-04893.htm https://www.govinfo.gov/content/pkg/FR-2022-03-09/pdf/2022-04893.pdf,,2022-03-10 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_2186_00_e.pdf,"Notice of proposed rulemaking and announcement of public meeting - The U.S. Department of Energy (""DOE"") proposes to amend the test procedure for ceiling fan light kits (""CFLKs""). DOE proposes to update references to industry standards to their latest versions and incorporate industry standards necessary for executing the test; to _x000D_ allow for the use of a goniophotometer; to revise definitions regarding CFLKs with solid-state lighting (""SSL"") light sources to clarify the scope and test methods for CFLKs; and to remove obsolete provisions. DOE is seeking comment from interested parties on the proposal.",2022-03-11 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_2204_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-03-11/html/2022-05230.htm https://www.govinfo.gov/content/pkg/FR-2022-03-11/pdf/2022-05230.pdf,"TITLE: Energy Conservation Program: Test Procedure for Commercial Prerinse Spray Valves AGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Final ruleSUMMARY: This final rule incorporates by reference the current version of the industry testing standard for commercial prerinse spray valves, which will not substantively change the current test procedure. The Department of Energy (""DOE"") also amends the definition of commercial prerinse spray valve to codify existing guidance on how to apply the definition. This amended definition do not change the current scope of the test procedure.DATES: The effective date of this rule is 11 April 2022. The final rule changes will be mandatory for product testing starting 7 September 2022. The incorporation by reference of certain material listed in this rule is approved by the Director of the Federal Register on 11 April 2022.This final rule, the notice of proposed rulemaking and request for comment notified as G/TBT/N/USA/1003/Add.4, the request for information notified as G/TBT/N/USA/1003/Add.2 as well as the request for information; reopening of public comment period notified as G/TBT/N/USA/1003/Add.3 are identified by Docket Number EERE-2019-BT-TP-0025. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2019-BT-TP-0025/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.G/TBT/N/USA/1003 and G/TBT/N/USA/1003/Add.1 are identified by Docket Number EERE-2014-BT-TP-0055. The Docket Folder is accessible on Regulations.gov at https://www.regulations.gov/docket/EERE-2014-BT-TP-0055/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-14 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_2232_00_e.pdf,"TITLE: Energy Conservation Program: Energy Conservation Standards for Variable Refrigerant Flow Multi-Split Air Conditioners and Heat Pumps; ClarificationAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Notice of proposed rulemaking and request for comment; clarificationSUMMARY: On 10 February 2022, the U.S. Department of Energy (""DOE"" or ""the Department"") submitted a notice of proposed rulemaking (""NOPR"") to the Federal Register proposing amended energy conservation standards for variable refrigerant flow (""VRF"") multi-split air conditioners and VRF multi-split heat pumps, collectively referred to as ""VRF multi-split systems"" (""2022 VRF NOPR""). After submission of the NOPR to the Office of the Federal Register for publication, the U.S. District Court for the Western District of Louisiana issued a preliminary injunction on 11 February 2022, in the case of State of Louisiana v. Biden, which prohibits certain actions relating to the monetization of benefits associated with greenhouse gas emissions reductions. Through this clarification document, DOE is clarifying its response to a public comment in the 2022 VRF NOPR so as to avoid any confusion or ambiguity of DOE's response in light of the court's preliminary injunction and to reiterate that no missions analysis (or related monetization) was conducted for this proposed rulemaking.This clarification goes into effect on 14 March 2022.The notice of proposed rulemaking and request for comment notified as G/TBT/N/USA/1841and this clarification are identified by Docket Number EERE-2018-BT-STD-0003. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EERE-2018-BT-STD-0003/documentand provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. As indicated in WTO Members and their stakeholders are reminded to submit comments to the USA TBT Enquiry Point on the proposed rulemaking by or before 4pmEastern Time on 2 May 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2022-03-15 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_2253_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-03-15/html/2022-05293.htm https://www.govinfo.gov/content/pkg/FR-2022-03-15/pdf/2022-05293.pdf,"Make Inoperative Exemptions; Vehicle Modifications To Accommodate People With Disabilities; Modifications by Rental Car CompaniesAGENCY: National Highway Traffic Safety Administration (NHTSA), Department of Transportation (DOT)ACTION: Final ruleSUMMARY: This final rule amends NHTSA's regulations regarding exemptions to the make inoperative prohibition to accommodate disabilities to include new exemptions relating to the Federal motor vehicle safety standards (FMVSS) for roof crush resistance, rear visibility, and air bags. The air bag provision permits rental car companies to make inoperative a knee bolster air bag, on a temporary basis, to permit the temporary installation of hand controls to accommodate persons with physical disabilities seeking to rent the vehicle. We have drafted this rule to facilitate the mobility of drivers and passengers with physical disabilities in a manner that balances safety and accessibility. This rulemaking responds to a petition for rulemaking from the National Mobility Equipment Dealers Association and from Bruno Independent Living Aids, Inc., and to an inquiry from Enterprise Holdings Co.DATES: This rule is effective 15 March 2022.Petitions for Reconsideration: Petitions for reconsideration of this final rule must be received by 29 April 2022.WTO Members and their stakeholders interested in submitting petitions for reconsideration of this final rule are asked to submit to the USA TBT Enquiry Point by or before 4pmEastern Time on 29 April 2022. Petitions for reconsideration of this final rule received by the USA TBT Enquiry Point from WTO Members and their stakeholders by or before 29 April 2022 will be shared with the regulator by e-mail and will also be submitted to the Docket on Regulations.gov.This final rule and previous actions notified under the symbol G/TBT/N/USA/1082 are identified by Docket Number NHTSA-2016-0031. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/NHTSA-2016-0031/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-16 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_2252_00_e.pdf,"Notice of proposed rulemaking and request for comment - The U.S. Department of Energy (""DOE"") proposes to amend the test procedures for consumer boilers to incorporate by reference the latest version of the industry standards currently referenced in the Federal test procedure. DOE proposes to relocate the test procedure in a new appendix separate from the residential furnace test procedure. DOE also proposes to remove an extraneous definition from its regulatory definitions. DOE is seeking comment from interested parties on the proposal.",2022-03-16 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_2361_00_e.pdf,"Proposed rule - In this document, the Federal Communications Commission (Commission) proposes targeted updates to its rules to incorporate new and updated standards that are integral to the testing of equipment and accreditation of laboratories that test RF devices.",2022-03-18 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_2388_00_e.pdf,"Notice of proposed rulemaking and request for comment - The U.S. Department of Energy (""DOE"") proposes to amend the test procedures for central air conditioners and heat pumps that will be required for certification of compliance with applicable energy conservation standards starting 1 January 2023 to address a limited number of specific issues. DOE is seeking comment from interested parties on the proposal.",2022-03-28 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_2389_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2021-06-11/html/2021-12220.htm https://www.govinfo.gov/content/pkg/FR-2021-06-11/pdf/2021-12220.pdf,"TITLE: Milk and Cream; Petition for an Administrative Stay of Action: Definitions and Standards of Identity for Yogurt, Lowfat Yogurt, and Nonfat YogurtAGENCY: Food and Drug Administration, HHSACTION: Final rule; notification of administrative staySUMMARY: The Food and Drug Administration (FDA or we) is providing notice of a stay of the effectiveness of certain provisions of a final rule published in the Federal Register of 11 June 2021. The final rule amended the definition and standard of identity for yogurt and revoked the definitions and standards of identity for lowfat yogurt and nonfat yogurt. FDA is publishing this notification in response to objections timely filed in accordance with regulatory requirements.DATES: FDA is administratively staying certain provisions in the final rule published on 11 June 2021 (86 FR 31117). FDA will publish a _x000D_ document in the Federal Register lifting the stay or taking further action as needed.This final rule; notification of administrative stay and previous actions notified under the symbol G/TBT/N/USA/446 are identified by Docket Number FDA-2000-P-0126. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FDA-2000-P-0126/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-28 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_2402_00_e.pdf,TITLE: Prohibition of Children's Toys and Child Care Articles Containing Specified PhthalatesAGENCY: Consumer Product Safety CommissionACTION: Request for commentsSUMMARY: The Consumer Product Safety Commission (Commission or CPSC) is publishing this document following a Federal court opinion remanding the Commission's final phthalates rule to allow the Commission to address two procedural deficiencies found by the court. This document seeks public comment regarding the justification for the phthalates final rule and the staff's cost-benefit analysis for continuing the interim prohibition on DINP.Written comments should be submitted by 9 May 2022. This request for comment and previous actions notified under the symbol G/TBT/N/USA/947 are identified by Docket Number CPSC-2014-0033. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/CPSC-2014-0033/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 23 May 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.,2022-03-28 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_2401_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-03-23/html/2022-06138.htm https://www.govinfo.gov/content/pkg/FR-2022-03-23/pdf/2022-06138.pdf,"TITLE: Energy Conservation Program: Test Procedures for Water Closets and UrinalsAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Final ruleSUMMARY: This final rule amends the test procedures for water closets and urinals to reference the most recent update to the relevant industry standard, American Society of Mechanical Engineers (""ASME"") Standard A112.19.2-2018. In this final rule, the Department of Energy (""DOE"") is also amending certain definitions and adding definitions for certain terms that are currently used in the Federal test procedures but are not defined.DATES: The effective date of this rule is 22 April 2022. The final rule changes will be mandatory for product testing starting 19 September _x000D_ 2022. The incorporation by reference of certain material listed in this rule is approved by the Director of the Federal Register as of 22 April 2022.This final rule, the request for information; extension of public comment period notified as G/TBT/N/USA/708/Add.7 and the request for information notified as G/TBT/N/USA/708/Add.6 are identified by Docket Number EERE-2019-BT-TP-0021. The Docket Folder is available at https://www.regulations.gov/docket/EERE-2019-BT-TP-0021/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-03-28 00:00:00+00:00,1
